route,lang,kategorie,slug,titel,beschreibung,hat_webp,hat_png,hat_og,de_pendant,datei,meta_datei,hinweis
/en/tools/n8n-fuer-anfaenger,en,tools,n8n-fuer-anfaenger,n8n for Beginners,"Workflow automation with n8n. Getting started, nodes, triggers, integrations.",/images/hero-2026-08/en/tools/n8n-fuer-anfaenger.webp,/images/generated/hero-n8n-automation-v2.png,ja,/tools/n8n-fuer-anfaenger,app/en/tools/n8n-fuer-anfaenger/page.tsx,app/en/tools/n8n-fuer-anfaenger/page.tsx,
/en/tools/n8n-workflow-bundle,en,tools,n8n-workflow-bundle,n8n AI Workflow Bundle v3,"14 production-ready n8n workflows with error handling, dual-LLM fallback and GDPR compliance. Architecture, categories and best practices.",/images/hero-2026-08/en/tools/n8n-workflow-bundle.webp,,ja,/tools/n8n-workflow-bundle,app/en/tools/n8n-workflow-bundle/page.tsx,app/en/tools/n8n-workflow-bundle/page.tsx,
/en/tools/ollama-tutorial,en,tools,ollama-tutorial,Ollama Tutorial,"Run local LLMs with Ollama: install, pick models, use the API and integrate into a GDPR-compliant, 100% self-hosted AI stack.",/images/hero-2026-08/en/tools/ollama-tutorial.webp,/images/generated/hero-ollama-local-ai.png,ja,/tools/ollama-tutorial,app/en/tools/ollama-tutorial/page.tsx,app/en/tools/ollama-tutorial/page.tsx,
/en/tools/open-source-projects,en,tools,open-source-projects,Open Source Tools & Projects,"Curated list of the best open source tools for local AI: LLM runtimes, agent frameworks, RAG, monitoring, automation and security.",/images/hero-2026-08/en/tools/open-source-projects.webp,,ja,/tools/open-source-projekte,app/en/tools/open-source-projects/page.tsx,app/en/tools/open-source-projects/page.tsx,
/en/tools/proxmox-setup,en,tools,proxmox-setup,Proxmox Setup,"Virtualization with Proxmox VE. VMs, containers, cluster.",/images/hero-2026-08/en/tools/proxmox-setup.webp,,ja,/tools/proxmox-setup,app/en/tools/proxmox-setup/page.tsx,app/en/tools/proxmox-setup/page.tsx,
/en/tools/rag-guide,en,tools,rag-guide,RAG Guide,"Retrieval-Augmented Generation with ChromaDB, Qdrant, Neo4j.",/images/hero-2026-08/en/tools/rag-guide.webp,/images/generated/hero-rag-pipeline-v2.png,ja,/tools/rag-guide,app/en/tools/rag-guide/page.tsx,app/en/tools/rag-guide/page.tsx,
/grundlagen/30-tage-quickstart,de,grundlagen,30-tage-quickstart,30-Tage Local AI-Stack Quickstart,"In 30 Tagen zum eigenen AI-Stack. Tag-für-Tag Anleitung: Docker, Ollama, n8n, Monitoring.",/images/hero-2026-08/de/grundlagen/30-tage-quickstart.webp,/images/infographics/30-tage-quickstart-timeline.png,ja,,app/(de)/grundlagen/30-tage-quickstart/page.tsx,app/(de)/grundlagen/30-tage-quickstart/page.tsx,
/grundlagen/agent-rollen,de,grundlagen,agent-rollen,Agent Rollen & Verantwortung,"Rollenmodell für Multi-Agent Systeme: Orchestrator, Worker, QA/Review und Infra. Klare Verantwortung, Boundaries und Eskalation in der Praxis.",/images/hero-2026-08/de/grundlagen/agent-rollen.webp,/images/diagrams/agent-rollen-pyramide.png,ja,,app/(de)/grundlagen/agent-rollen/page.tsx,app/(de)/grundlagen/agent-rollen/page.tsx,
/grundlagen/ai-agent-team,de,grundlagen,ai-agent-team,AI Agent Team aufbauen,"Wie du ein AI-Agent-Team aufbaust: Agent-Typen, Rollen, Tools-Integration und Guardrails. Praxisnah, lokal und DSGVO-konform gedacht.",/images/hero-2026-08/de/grundlagen/ai-agent-team.webp,/images/diagrams/ai-agent-typen-uebersicht.png,ja,,app/(de)/grundlagen/ai-agent-team/page.tsx,app/(de)/grundlagen/ai-agent-team/page.tsx,
/grundlagen/ai-kosten-vergleich,de,grundlagen,ai-kosten-vergleich,AI Kosten Vergleich,"Realistischer Kostenvergleich 2026: lokal vs Cloud vs hybrid. Setup, laufende Kosten, GPU/Hardware und typische Business-Workloads.",/images/hero-2026-08/de/grundlagen/ai-kosten-vergleich.webp,/images/infographics/ai-kosten-vergleich-balken.png,ja,,app/(de)/grundlagen/ai-kosten-vergleich/page.tsx,app/(de)/grundlagen/ai-kosten-vergleich/page.tsx,
/grundlagen/ki-unternehmen,de,grundlagen,ki-unternehmen,AI im Unternehmen,"Warum Unternehmen lokale AI einsetzen: Datenschutz (DSGVO), Kostenkontrolle und technische Souveränität.",/images/hero-2026-08/de/grundlagen/ki-unternehmen.webp,/images/infographics/ki-unternehmen-4-saeulen.png,ja,,app/(de)/grundlagen/ki-unternehmen/page.tsx,app/(de)/grundlagen/ki-unternehmen/page.tsx,
/grundlagen/lokal-vs-cloud,de,grundlagen,lokal-vs-cloud,Lokal vs Cloud: TCO Vergleich,"TCO-Vergleich für AI-Workloads: Cloud API vs lokaler AI-Stack (Ollama, n8n, Monitoring). Kosten, Risiken, DSGVO und Betrieb in der Praxis.",/images/hero-2026-08/de/grundlagen/lokal-vs-cloud.webp,/images/infographics/lokal-vs-cloud-vergleich.png,ja,,app/(de)/grundlagen/lokal-vs-cloud/page.tsx,app/(de)/grundlagen/lokal-vs-cloud/page.tsx,
/grundlagen/multi-agent-systeme,de,grundlagen,multi-agent-systeme,Multi-Agent Systeme erklärt,"Was ist ein Multi-Agent System (MAS)? Vorteile gegenüber einem einzelnen LLM, Rollen, Kommunikation und typische Architektur-Patterns aus der Praxis.",/images/hero-2026-08/de/grundlagen/multi-agent-systeme.webp,/images/diagrams/single-vs-multi-agent.png,ja,,app/(de)/grundlagen/multi-agent-systeme/page.tsx,app/(de)/grundlagen/multi-agent-systeme/page.tsx,
/grundlagen/ollama-vs-cloud,de,grundlagen,ollama-vs-cloud,Weiterleitung: Lokale AI vs. Cloud,"Diese Adresse leitet auf den Artikel „Lokale AI vs. Cloud: Der TCO-Vergleich"" weiter.",,,,,app/(de)/grundlagen/ollama-vs-cloud/page.tsx,app/(de)/grundlagen/ollama-vs-cloud/layout.tsx,REDIRECT: router.replace('/grundlagen/lokal-vs-cloud') — kein Motiv
/grundlagen/selfhosted-vs-cloud,de,grundlagen,selfhosted-vs-cloud,Weiterleitung: Lokale AI vs. Cloud,"Diese Adresse leitet auf den Artikel „Lokale AI vs. Cloud: Der TCO-Vergleich"" weiter.",,,,,app/(de)/grundlagen/selfhosted-vs-cloud/page.tsx,app/(de)/grundlagen/selfhosted-vs-cloud/layout.tsx,REDIRECT: router.replace('/grundlagen/lokal-vs-cloud') — kein Motiv
/grundlagen/was-ist-agent-orchestration,de,grundlagen,was-ist-agent-orchestration,Was ist Agent Orchestration?,"Agent Orchestration koordiniert mehrere spezialisierte AI-Agenten. Grundlagen, Rollen, Kommunikationsfluss und Vorteile von Multi-Agent Systemen.",/images/hero-2026-08/de/grundlagen/was-ist-agent-orchestration.webp,/images/diagrams/agent-orchestration-diagram.png,ja,,app/(de)/grundlagen/was-ist-agent-orchestration/page.tsx,app/(de)/grundlagen/was-ist-agent-orchestration/page.tsx,
/grundlagen/was-ist-ein-llm,de,grundlagen,was-ist-ein-llm,Was ist ein LLM? Large Language Models erklärt,"Was ist ein Large Language Model (LLM)? Wie funktionieren Transformer, Tokens und Inferenz? Modellgrößen, VRAM-Anforderungen und praktische Tipps.",/images/hero-2026-08/de/grundlagen/was-ist-ein-llm.webp,/images/generated/hero-was-ist-llm.png,ja,,app/(de)/grundlagen/was-ist-ein-llm/page.tsx,app/(de)/grundlagen/was-ist-ein-llm/page.tsx,
/papers/attention-is-all-you-need,de,papers,attention-is-all-you-need,Attention Is All You Need — Transformer erklärt,"Das Transformer-Paper von Vaswani et al. (2017) verständlich erklärt: Self-Attention, Multi-Head Attention und warum dieses Paper die gesamte AI-Landschaft verändert hat.",/images/hero-2026-08/de/papers/attention-is-all-you-need.webp,,ja,,app/(de)/papers/attention-is-all-you-need/page.tsx,app/(de)/papers/attention-is-all-you-need/page.tsx,
/papers/constitutional-ai,de,papers,constitutional-ai,Constitutional AI erklärt,"Das Constitutional AI Paper von Bai et al. (2022, Anthropic) verständlich erklärt: Wie man AI-Systeme durch Prinzipien statt durch menschliches Feedback aligned.",/images/hero-2026-08/de/papers/constitutional-ai.webp,,ja,,app/(de)/papers/constitutional-ai/page.tsx,app/(de)/papers/constitutional-ai/page.tsx,
/papers/hierarchical-reasoning,de,papers,hierarchical-reasoning,Hierarchical Reasoning Model (2025) — Rekurrente AI ohne Chain-of-Thought,"Das Hierarchical Reasoning Model (HRM) löst komplexe Aufgaben wie Sudoku, Labyrinth und ARC mit nur 27M Parametern und 1000 Trainingsbeispielen — ohne Chain-of-Thought.",/images/hero-2026-08/de/papers/hierarchical-reasoning.webp,,ja,,app/(de)/papers/hierarchical-reasoning/page.tsx,app/(de)/papers/hierarchical-reasoning/page.tsx,
/papers/lora-paper,de,papers,lora-paper,LoRA: Low-Rank Adaptation erklärt,Das LoRA-Paper von Hu et al. (2021) verständlich erklärt: Parameter-effizientes Fine-Tuning großer Sprachmodelle ohne alle Gewichte neu zu trainieren.,/images/hero-2026-08/de/papers/lora-paper.webp,,ja,,app/(de)/papers/lora-paper/page.tsx,app/(de)/papers/lora-paper/page.tsx,
/papers/rag-paper,de,papers,rag-paper,Retrieval-Augmented Generation (RAG) Paper erklärt,Das RAG-Paper von Lewis et al. (2020) verständlich erklärt: Wie LLMs durch externe Wissensquellen besser und zuverlässiger werden.,/images/hero-2026-08/de/papers/rag-paper.webp,,ja,,app/(de)/papers/rag-paper/page.tsx,app/(de)/papers/rag-paper/page.tsx,
/papers/react-paper,de,papers,react-paper,ReAct: Reasoning and Acting erklärt,Das ReAct-Paper von Yao et al. (2022) verständlich erklärt: Wie LLMs durch abwechselndes Denken und Handeln zu leistungsfähigen Agenten werden.,/images/hero-2026-08/de/papers/react-paper.webp,,ja,,app/(de)/papers/react-paper/page.tsx,app/(de)/papers/react-paper/page.tsx,
/patterns/agent-orchestration-patterns,de,patterns,agent-orchestration-patterns,Agent Orchestration Patterns,"Übersicht über bewährte Agent-Orchestration Patterns: sequential, parallel, hierarchical, router und supervisor. Praktisch erklärt.",/images/hero-2026-08/de/patterns/agent-orchestration-patterns.webp,/images/generated/hero-agent-orchestration.png,ja,,app/(de)/patterns/agent-orchestration-patterns/page.tsx,app/(de)/patterns/agent-orchestration-patterns/page.tsx,
/patterns/agent-skalierung,de,patterns,agent-skalierung,Agent Team skalieren,"Neue Agenten hinzufügen, Multi-Agent Workflows erstellen und ein Agent-Team skalieren: Schritt-für-Schritt-Anleitung mit Praxis-Patterns.",/images/hero-2026-08/de/patterns/agent-skalierung.webp,,ja,,app/(de)/patterns/agent-skalierung/page.tsx,app/(de)/patterns/agent-skalierung/page.tsx,
/patterns/ai-agent-digitaler-mitarbeiter,de,patterns,ai-agent-digitaler-mitarbeiter,AI Agent als digitaler Mitarbeiter — Patterns & Architektur,"Wie du einen AI Agent als digitalen Mitarbeiter aufsetzt: Sicherheitsarchitektur, Skill-System, Credential-Isolation und EU AI Act Kennzeichnung.",/images/hero-2026-08/de/patterns/ai-agent-digitaler-mitarbeiter.webp,,ja,,app/(de)/patterns/ai-agent-digitaler-mitarbeiter/page.tsx,app/(de)/patterns/ai-agent-digitaler-mitarbeiter/page.tsx,
/patterns/evals-guardrails,de,patterns,evals-guardrails,Evals & Guardrails — LLM-Qualität messen und absichern,"LLM Evaluations, Guardrails, Prompt Injection Protection, Hallucination Detection. Tools: promptfoo, Langfuse, RAGAS. Mit n8n Eval-Workflow Beispiel.",/images/hero-2026-08/de/patterns/evals-guardrails.webp,,ja,,app/(de)/patterns/evals-guardrails/page.tsx,app/(de)/patterns/evals-guardrails/page.tsx,
/patterns/heartbeat-monitoring,de,patterns,heartbeat-monitoring,Heartbeat & Monitoring Pattern,"Wie du weißt, ob Agenten laufen — Health Checks, Status-Updates, Alerting.",/images/hero-2026-08/de/patterns/heartbeat-monitoring.webp,,ja,,app/(de)/patterns/heartbeat-monitoring/page.tsx,app/(de)/patterns/heartbeat-monitoring/page.tsx,
/patterns/human-in-the-loop,de,patterns,human-in-the-loop,Human-in-the-Loop — Mensch-KI Zusammenarbeit,"Approval Workflows, Escalation Patterns, Confidence Thresholds, Audit Trail. EU AI Act Art. 14 Human Oversight. Mit n8n Approval Workflow Beispiel.",/images/hero-2026-08/de/patterns/human-in-the-loop.webp,/images/generated/hero-human-in-loop.png,ja,,app/(de)/patterns/human-in-the-loop/page.tsx,app/(de)/patterns/human-in-the-loop/page.tsx,
/patterns/memory-management,de,patterns,memory-management,Memory Management Pattern,"Wie AI-Agenten persistentes Wissen speichern und abrufen — CLAUDE.md, Topic Files, Knowledge Graphs.",/images/hero-2026-08/de/patterns/memory-management.webp,/images/diagrams/patterns-memory-3tier.png,ja,,app/(de)/patterns/memory-management/page.tsx,app/(de)/patterns/memory-management/page.tsx,
/patterns/safety-hooks,de,patterns,safety-hooks,Safety Hooks Pattern,"Guardrails, Output-Validierung und Memory-Capture als automatische Sicherheitsschicht.",/images/hero-2026-08/de/patterns/safety-hooks.webp,/images/diagrams/patterns-safety-hooks.png,ja,,app/(de)/patterns/safety-hooks/page.tsx,app/(de)/patterns/safety-hooks/page.tsx,
/patterns/self-improving-agents,de,patterns,self-improving-agents,Self-Improving Agents — NemoClaw Pattern,"Wie AI-Agenten aus Fehlern lernen: 3-Tier Memory, corrections.md, Pre-Action Gates, Self-Eskalation und Two-Tier Heartbeat.",/images/hero-2026-08/de/patterns/self-improving-agents.webp,/images/generated/hero-self-improving.png,ja,,app/(de)/patterns/self-improving-agents/page.tsx,app/(de)/patterns/self-improving-agents/page.tsx,
/patterns/task-delegation,de,patterns,task-delegation,Task Delegation Pattern,"Orchestrator verteilt Tasks an spezialisierte Agenten — Routing, Prioritäten, Deadlines.",/images/hero-2026-08/de/patterns/task-delegation.webp,/images/diagrams/patterns-task-delegation.png,ja,,app/(de)/patterns/task-delegation/page.tsx,app/(de)/patterns/task-delegation/page.tsx,
/security/api-keys-sicher,de,security,api-keys-sicher,API Keys sicher speichern,"Best Practices für Secrets: API-Keys nie committen, Env Vars, Vault/Secrets Manager, Rotation und Audit. Fokus: lokaler AI-Stack.",/images/hero-2026-08/de/security/api-keys-sicher.webp,/images/generated/hero-security-keys.png,ja,,app/(de)/security/api-keys-sicher/page.tsx,app/(de)/security/api-keys-sicher/page.tsx,
/security/backup-strategie,de,security,backup-strategie,Backup Strategie,"Backup-Strategie für deinen lokalen AI-Stack: 3-2-1 Regel, Restore-Tests, n8n/Ollama/Postgres sichern und Automatisierung in der Praxis.",/images/hero-2026-08/de/security/backup-strategie.webp,/images/generated/hero-backup-recovery.png,ja,,app/(de)/security/backup-strategie/page.tsx,app/(de)/security/backup-strategie/page.tsx,
/security/firewall-setup,de,security,firewall-setup,Firewall Setup,"Firewall-Setup für lokale AI-Infrastruktur: UFW, fail2ban, Netzwerk-Segmentation und Ports für Ollama, n8n, Grafana und Team-Chat.",/images/hero-2026-08/de/security/firewall-setup.webp,/images/diagrams/security-netzwerk.png,ja,,app/(de)/security/firewall-setup/page.tsx,app/(de)/security/firewall-setup/page.tsx,
/security/self-hosted-sicherheit,de,security,self-hosted-sicherheit,Self-Hosted Sicherheit: Das 6-Layer Modell,"6 Sicherheitsebenen für selbst gehostete AI-Infrastruktur: Netzwerk, SSH, Firewall, Container, Anwendung, Monitoring. Praxisnahe Anleitung.",/images/hero-2026-08/de/security/self-hosted-sicherheit.webp,/images/diagrams/security-layers.png,ja,,app/(de)/security/self-hosted-sicherheit/page.tsx,app/(de)/security/self-hosted-sicherheit/page.tsx,
/security/verschluesselung,de,security,verschluesselung,"Verschlüsselung: At Rest, In Transit, In Use","Verschlüsselung für Self-Hosted AI: Daten auf der Festplatte, im Netzwerk und während der Verarbeitung schützen. LUKS, TLS, Confidential Computing erklärt.",/images/hero-2026-08/de/security/verschluesselung.webp,/images/infographics/security-encryption.png,ja,,app/(de)/security/verschluesselung/page.tsx,app/(de)/security/verschluesselung/page.tsx,
/support/troubleshooting,de,support,troubleshooting,Troubleshooting,"Systematisches Troubleshooting für deinen lokalen AI-Stack: Logs, Netzwerk, Container, Ollama, n8n und typische Fehlerbilder in 5 Schritten.",/images/hero-2026-08/de/support/troubleshooting.webp,,ja,,app/(de)/support/troubleshooting/page.tsx,app/(de)/support/troubleshooting/page.tsx,
/tools/ai-os-setup,de,tools,ai-os-setup,AI OS Setup Guide,"Claude Code als AI-Betriebssystem einrichten: Ordnerstruktur, Business-Setup-Wizard, Context-Dateien und erste Befehle in 15 Minuten.",/images/hero-2026-08/de/tools/ai-os-setup.webp,,ja,,app/(de)/tools/ai-os-setup/page.tsx,app/(de)/tools/ai-os-setup/page.tsx,
/tools/ai-stack-setup,de,tools,ai-stack-setup,AI Stack Setup in 30 Minuten: Ollama + Open WebUI + Docker,"Schritt-für-Schritt: Ollama installieren, LLM herunterladen, Open WebUI starten. In 30 Minuten läuft dein eigener AI-Stack lokal.",/images/hero-2026-08/de/tools/ai-stack-setup.webp,/images/screenshots/ollama-install.png,ja,,app/(de)/tools/ai-stack-setup/page.tsx,app/(de)/tools/ai-stack-setup/page.tsx,
/tools/ai-tools-datenbank,de,tools,ai-tools-datenbank,AI Tools Datenbank,"Kuratierte Sammlung von Tools für lokale AI-Infrastruktur: LLM Runtimes, Chat Interfaces, RAG, Agents, Monitoring und mehr.",/images/hero-2026-08/de/tools/ai-tools-datenbank.webp,,,,app/(de)/tools/ai-tools-datenbank/page.tsx,app/(de)/tools/ai-tools-datenbank/layout.tsx,
/tools/cli-coding-agents-vergleich,de,tools,cli-coding-agents-vergleich,"CLI Coding Agents im Vergleich — Claude Code, Mistral Vibe, Gemini CLI, Codex CLI","Umfassender Vergleich von CLI Coding Agents: Claude Code, Mistral Vibe, Gemini CLI und OpenAI Codex CLI. Features, Preise, DSGVO-Tauglichkeit und Praxis-Tests.",/images/hero-2026-08/de/tools/cli-coding-agents-vergleich.webp,,ja,,app/(de)/tools/cli-coding-agents-vergleich/page.tsx,app/(de)/tools/cli-coding-agents-vergleich/page.tsx,
/tools/docker-grundlagen,de,tools,docker-grundlagen,"Docker Grundlagen: Container, Compose & Swarm","Docker für AI-Workloads verstehen: Container vs VMs, Docker Compose für lokale Stacks, Docker Swarm für Multi-Node Deployments. Praxisnah erklärt.",/images/hero-2026-08/de/tools/docker-grundlagen.webp,/images/diagrams/tools-docker-architektur.png,ja,,app/(de)/tools/docker-grundlagen/page.tsx,app/(de)/tools/docker-grundlagen/page.tsx,
/tools/docker-vs-swarm,de,tools,docker-vs-swarm,Docker Compose vs Docker Swarm,"Vergleich Docker Compose vs Docker Swarm für AI-Workloads: Setup, Skalierung, Updates, Observability und was 2026 in Production wirklich zählt.",/images/hero-2026-08/de/tools/docker-vs-swarm.webp,/images/generated/hero-docker-container.png,ja,,app/(de)/tools/docker-vs-swarm/page.tsx,app/(de)/tools/docker-vs-swarm/page.tsx,
/tools/grafana-monitoring,de,tools,grafana-monitoring,Grafana Monitoring,"Monitoring mit Prometheus + Grafana: Dashboards, Metriken, Alerting und Best Practices für Homelab und lokale AI-Infrastruktur.",/images/hero-2026-08/de/tools/grafana-monitoring.webp,/images/generated/hero-grafana-monitoring.png,ja,,app/(de)/tools/grafana-monitoring/page.tsx,app/(de)/tools/grafana-monitoring/page.tsx,
/tools/mattermost-agent,de,tools,mattermost-agent,Mattermost Agent Kommunikation,"Mattermost als Kommunikationsbus für Multi-Agent Systeme: Bot-Setup, Webhooks, Polling, Nachrichtenformat und Audit-Trail in der Praxis.",/images/hero-2026-08/de/tools/mattermost-agent.webp,,ja,,app/(de)/tools/mattermost-agent/page.tsx,app/(de)/tools/mattermost-agent/page.tsx,
/tools/mcp-server,de,tools,mcp-server,MCP Server,"Model Context Protocol (MCP): Verbinde Claude Desktop mit deiner Infrastruktur. Setup, Beispiel-Server und typische Queries für Homelab/AI-Stack.",/images/hero-2026-08/de/tools/mcp-server.webp,/images/diagrams/tools-mcp-architektur.png,ja,,app/(de)/tools/mcp-server/page.tsx,app/(de)/tools/mcp-server/page.tsx,
/tools/model-selection,de,tools,model-selection,Model Selection Guide,Wähle das richtige AI-Modell für deinen Anwendungsfall — von Llama bis Mistral.,/images/hero-2026-08/de/tools/model-selection.webp,/images/diagrams/tools-model-entscheidungsbaum.png,ja,,app/(de)/tools/model-selection/page.tsx,app/(de)/tools/model-selection/page.tsx,
/tools/n8n-fuer-anfaenger,de,tools,n8n-fuer-anfaenger,n8n für Anfänger,"n8n Workflow-Automatisierung im lokalen AI-Stack: Installation, Nodes, Beispiele und Integration mit Ollama, Slack/Team-Chat und Stripe.",/images/hero-2026-08/de/tools/n8n-fuer-anfaenger.webp,/images/generated/hero-n8n-automation-v2.png,ja,,app/(de)/tools/n8n-fuer-anfaenger/page.tsx,app/(de)/tools/n8n-fuer-anfaenger/page.tsx,
/tools/n8n-workflow-bundle,de,tools,n8n-workflow-bundle,n8n AI Workflow Bundle v3,"14 produktionsreife n8n-Workflows mit Error Handling, Dual-LLM-Fallback und DSGVO-Compliance. Architektur, Kategorien und Best Practices.",/images/hero-2026-08/de/tools/n8n-workflow-bundle.webp,,ja,,app/(de)/tools/n8n-workflow-bundle/page.tsx,app/(de)/tools/n8n-workflow-bundle/page.tsx,
/tools/ollama-tutorial,de,tools,ollama-tutorial,Ollama Tutorial,"Ollama Tutorial: lokale LLMs installieren, Modelle auswählen, API nutzen und in deinen lokalen, DSGVO-konformen AI-Stack integrieren.",/images/hero-2026-08/de/tools/ollama-tutorial.webp,/images/generated/hero-ollama-local-ai.png,ja,,app/(de)/tools/ollama-tutorial/page.tsx,app/(de)/tools/ollama-tutorial/page.tsx,
/tools/open-source-projekte,de,tools,open-source-projekte,Open Source Tools & Projekte,"Kuratierte Liste empfehlenswerter Open-Source-Tools für lokale AI: LLM Runtimes, Agent Frameworks, RAG, Monitoring, Automation und Security.",/images/hero-2026-08/de/tools/open-source-projekte.webp,,ja,,app/(de)/tools/open-source-projekte/page.tsx,app/(de)/tools/open-source-projekte/page.tsx,
/tools/proxmox-setup,de,tools,proxmox-setup,Proxmox Setup,"Proxmox VE im Homelab: Installation, VMs/LXC, GPU-Passthrough für Ollama, Backups und CLI-Befehle. Basis für deinen lokalen AI-Stack.",/images/hero-2026-08/de/tools/proxmox-setup.webp,,ja,,app/(de)/tools/proxmox-setup/page.tsx,app/(de)/tools/proxmox-setup/page.tsx,
/tools/rag-guide,de,tools,rag-guide,RAG Guide,"RAG (Retrieval Augmented Generation) in der Praxis: Embeddings, Vector DBs (ChromaDB/Qdrant), Hybrid Search und wie du dein eigenes Wissen ins LLM bringst.",/images/hero-2026-08/de/tools/rag-guide.webp,/images/generated/hero-rag-pipeline-v2.png,ja,,app/(de)/tools/rag-guide/page.tsx,app/(de)/tools/rag-guide/page.tsx,
/tools/vergleich-alternativen,de,tools,vergleich-alternativen,Vergleichbare Ressourcen — Wo du sonst noch lernen kannst,"Ehrlicher Vergleich: Welche externen Quellen in bestimmten Bereichen besser sind als unsere Wiki. EU-Kommission, WKO, n8n, Hugging Face, NIST, OECD und mehr.",/images/hero-2026-08/de/tools/vergleich-alternativen.webp,,ja,,app/(de)/tools/vergleich-alternativen/page.tsx,app/(de)/tools/vergleich-alternativen/page.tsx,
